official_id,prcp (mm/day),high_prcp_freq (fraction),low_prcp_freq (fraction),high_prcp_duration (days),low_prcp_duration (days),tmax (degrees c),tmin (degrees c),vp (pa),pet (mm/day),swe (kg/m2),srad (w/m2),dayl (s),region,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,elevation_m,n_daymet_concurrent_hyd_years,mean_annual_uar_hyd,mean_annual_log_uar_hyd,median_annual_uar_hyd,median_annual_log_uar_hyd,stdev_annual_uar_hyd,stdev_annual_log_uar_hyd,mad_annual_uar_hyd,mad_annual_log_uar_hyd,min_nonzero_uar,max_uar,min_nonzero_discharge,max_discharge,active
12209500,8.194999694824219,0.027,0.4859,1.34,4.523,10.551869,2.0856626,771.1027,1.8561015,211.13622,253.0146,43200.168,WWA,57.8,-122.043461204979,48.6882293947823,-1408.93,0.99702,0.72,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.01,22.982571,234.562650236905,924.85828,0,63.38349914550781,3.879292964935303,49.22323226928711,3.896365642547608,52.31725692749024,0.7355765700340271,36.45823287963867,0.5942738056182861,8.04610538482666,799.8775024414062,0.481385588645935,47.85539245605469,False
12210000,8.239999771118164,0.0259,0.473,1.329,4.596,11.048994,2.3061666,778.0567,1.8911943,140.11862,251.55125,43200.168,WWA,332.2,-121.992011052981,48.6467324597422,-1364.44,0.87959,0.76,0.13,0.09,0.01,0.0,0.0,0.0,0.0,0.01,0.79,0.11,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.84,0.07,0.08,0.01,0.0,0.0,0.0,0.0,1.11022302462516e-16,21.421801,231.92681909404,832.80341,13,79.46180725097656,3.903120040893554,53.14059066772461,3.9729411602020255,93.88926696777344,0.990553617477417,57.57101058959961,0.7982978820800781,5.517467975616455,1178.076904296875,1.8434237241744995,393.603515625,True
12210500,7.120999813079834,0.0268,0.4529,1.318,4.419,10.640756,2.3167741,783.7406,1.8396362,169.52591,246.27394,43200.168,WWA,1499.6,-121.963271901536,48.8038870183389,-1387.85,7.17506,0.72,0.13,0.09,0.02,0.02,0.01,0.0,0.01,0.0,0.75,0.1,0.09,0.02,0.02,0.01,0.0,0.01,0.0,0.78,0.07,0.08,0.02,0.02,0.01,0.0,0.01,0.0099999999999998,21.61404,266.977947181382,880.50562,26,63.908390045166016,3.962724924087525,51.67075347900391,3.944891929626465,48.297454833984375,0.6057850122451782,31.314510345458984,0.4763702750205993,8.050153732299805,776.9334716796875,12.176223754882812,1175.147216796875,False
12210700,7.063000202178955,0.0268,0.453,1.315,4.414,10.708753,2.3791568,786.6886,1.8423473,166.10043,245.99922,43200.168,WWA,1527.5,-121.968622162853,48.8040807814933,-1388.1,7.28611,0.72,0.13,0.09,0.02,0.02,0.01,0.0,0.01,0.0,0.75,0.1,0.09,0.02,0.02,0.01,0.0,0.01,0.0,0.78,0.07,0.08,0.02,0.02,0.01,0.0,0.01,0.0099999999999998,21.441401,272.567719862913,870.11804,18,66.596923828125,3.969111919403076,51.41775131225586,3.939983367919922,55.73657989501953,0.6565608382225037,35.7491455078125,0.5275084972381592,9.689553260803224,1126.7354736328125,14.78136920928955,1718.8297119140625,True
12210900,4.379000186920166,0.0302,0.5358,1.247,4.313,13.518846,5.1503134,912.77344,1.9422297,1.2124768,237.65985,43200.168,WWA,25.6,-122.316080989477,48.8027260251602,-1481.03,10.05522,0.59,0.16,0.08,0.03,0.12,0.02,0.0,0.0,0.0,0.68,0.07,0.07,0.03,0.13,0.02,0.0,0.0,0.0,0.72,0.05,0.06,0.03,0.12,0.02,0.0,0.0,0.0,10.242307,310.586760503693,315.24448,25,24.84834671020508,1.450152039527893,9.749603271484377,2.277226686477661,46.83835983276367,2.693954944610596,26.07913017272949,2.139471530914306,0.0043091932311654,1137.2503662109375,9.999999747378752e-05,26.391258239746094,True
12211500,6.763000011444092,0.0271,0.4539,1.322,4.439,11.059161,2.691818,801.27936,1.859869,152.09697,245.85522,43200.168,WWA,1672.6,-122.000581957853,48.8104442574507,-1384.91,7.11275,0.68,0.13,0.09,0.02,0.05,0.01,0.0,0.01,0.0099999999999998,0.72,0.1,0.09,0.02,0.05,0.01,0.0,0.01,0.0,0.74,0.07,0.08,0.02,0.05,0.01,0.0,0.01,0.02,20.055428,274.301392735556,808.7785,0,62.10015487670898,3.945161104202272,50.785621643066406,3.927613258361816,44.82071304321289,0.5887320637702942,29.84420585632324,0.4743722677230835,10.207741737365724,658.0196533203125,17.13169288635254,1104.3570556640625,False
12212390,4.192999839782715,0.0379,0.5209,1.221,4.346,14.553405,6.0971737,973.62506,2.0106382,0.38157585,239.96794,43200.168,WWA,35.5,-122.495235905714,49.0449111821416,-1167.84,0.0,0.13,0.22,0.19,0.04,0.23,0.18,0.0,0.0,0.01,0.12,0.23,0.19,0.04,0.23,0.18,0.0,0.0,0.01,0.07,0.19,0.21,0.04,0.26,0.23,0.0,0.0,0.0,2.2347085,178.920970836551,103.23902,16,26.40979766845703,2.0248939990997314,10.053539276123049,2.307924747467041,53.30998229980469,1.7563575506210327,27.97641372680664,1.4732064008712769,0.1382361650466919,1068.1885986328125,0.0062296958640217,48.1385612487793,True
12212430,3.9040000438690186,0.0386,0.5372,1.235,4.361,14.728306,6.154957,972.3031,2.029112,0.31193703,241.79088,43200.168,WWA,9.7,-122.495734799875,49.0128513579829,-1053.19,0.0,0.13,0.17,0.19,0.04,0.38,0.09,0.0,0.0,0.0,0.13,0.17,0.19,0.04,0.39,0.09,0.0,0.0,-0.01,0.07,0.16,0.21,0.04,0.39,0.12,0.0,0.0,0.01,2.7777441,187.612979243365,67.397957,16,45.13367462158203,3.0854828357696533,33.406776428222656,3.508758783340454,48.34239196777344,1.6412231922149658,33.18390655517578,1.1741433143615725,0.0429000370204448,513.8569946289062,9.999999747378752e-05,1.197800636291504,True
12212900,3.1600000858306885,0.0395,0.569,1.226,4.484,14.992407,6.146396,956.3203,2.0659096,0.16898824,246.31087,43200.168,WWA,59.6,-122.413449121628,48.864883905589,-1464.95,0.0,0.14,0.05,0.16,0.08,0.49,0.07,0.0,0.0,0.01,0.15,0.05,0.15,0.08,0.49,0.07,0.01,0.0,0.0,0.13,0.05,0.16,0.08,0.49,0.09,0.0,0.0,1.11022302462516e-16,2.0506303,325.416123132398,44.9091,0,15.211175918579102,2.159607410430908,7.412362098693848,2.0031492710113525,18.08748435974121,1.0555912256240845,12.791786193847656,0.892369270324707,1.065527081489563,120.91415405273438,0.0651286393404007,7.390684604644775,False
12213100,6.334000110626221,0.027,0.4564,1.32,4.434,11.527917,3.124587,820.8314,1.882511,132.76105,245.75967,43200.168,WWA,1905.3,-122.059426112237,48.8220678259393,-1386.86,6.27657,0.6,0.12,0.1,0.03,0.12,0.02,0.0,0.01,0.0,0.64,0.09,0.09,0.03,0.12,0.02,0.0,0.01,0.0,0.66,0.07,0.09,0.03,0.11,0.03,0.0,0.01,0.0,17.767342,270.442159621168,714.33881,44,53.79158020019531,3.772726058959961,43.39909362792969,3.770438671112061,42.6103401184082,0.6348535418510437,27.29682731628418,0.499686598777771,6.482043743133545,694.1072387695312,13.195629119873049,1413.00830078125,True
12214000,3.367000102996826,0.0402,0.5588,1.235,4.494,14.714995,6.3529906,971.80365,2.0115087,0.19761911,243.97073,43200.168,WWA,46.9,-122.600673547854,48.9640230598333,-1451.94,1e-05,0.14,0.07,0.15,0.11,0.53,0.02,0.0,0.0,-0.02,0.14,0.06,0.15,0.11,0.53,0.02,0.0,0.0,-0.01,0.13,0.07,0.14,0.1,0.53,0.03,0.0,0.0,0.0,1.4338069,192.524066455376,39.809311,0,16.053375244140625,1.6251482963562012,4.278225421905518,1.4535382986068726,34.73127365112305,1.4736206531524658,17.943742752075195,1.2534323930740356,0.3565187752246856,426.0399475097656,0.0169900804758071,20.303146362304688,False
12214300,4.486000061035156,0.0318,0.5215,1.253,4.369,13.488452,5.171335,918.2235,1.941186,0.9618492,240.20012,43200.168,FRA,42.9,-122.258842651018,48.8680745331694,-1373.43,9.77846,0.51,0.14,0.11,0.02,0.21,0.01,0.0,0.0,0.0,0.57,0.11,0.08,0.02,0.21,0.01,0.0,0.0,1.11022302462516e-16,0.59,0.09,0.09,0.02,0.2,0.02,0.0,0.0,-0.01,11.918486,244.905415759925,336.33618,1,13.377501487731934,2.334490776062012,10.81245231628418,2.380698204040528,9.690017700195312,0.7397499084472656,7.577070236206055,0.6206449866294861,2.008662462234497,68.90474700927734,0.044740542769432,1.5347706079483032,False
12214350,4.434000015258789,0.0318,0.5156,1.246,4.381,13.659955,5.2738233,925.0207,1.9505706,0.9247245,237.4076,43200.168,FRA,81.9,-122.259427431501,48.8918074447357,-1351.75,9.25907,0.54,0.1,0.09,0.03,0.22,0.01,0.0,0.0,0.01,0.58,0.08,0.07,0.03,0.22,0.01,0.0,0.0,0.01,0.6,0.06,0.08,0.03,0.22,0.02,0.0,0.0,-0.0099999999999997,12.139928,271.022033578753,304.99957,2,20.878698348999023,2.733576774597168,17.328144073486328,2.85233211517334,17.157012939453125,0.8006323575973511,12.439619064331056,0.6703606843948364,3.775059938430786,177.40719604492188,0.1554592251777649,7.305734634399414,False
12214500,4.209000110626221,0.0336,0.5179,1.241,4.391,14.0992985,5.5285926,938.6604,1.9870325,0.7464516,237.28485,43200.168,FRA,79.8,-122.269705161986,48.91580967618,-1335.85,6.55575,0.46,0.08,0.1,0.04,0.31,0.02,0.0,0.0,-0.01,0.49,0.06,0.08,0.04,0.31,0.01,0.0,0.0,0.01,0.49,0.04,0.09,0.04,0.3,0.02,0.0,0.0,0.02,9.9091272,288.431211073171,207.41664,2,24.287029266357425,2.823199987411499,19.186065673828125,2.9541826248168945,20.799015045166016,0.8954009413719177,15.740839004516602,0.7577686905860901,1.534179925918579,151.65457153320312,0.1231780797243118,12.176223754882812,True
12300500,2.375999927520752,0.0408,0.6564,1.337,5.103,10.3009205,-2.030406,565.0081,2.227502,43.79783,297.91312,43200.168,CLR,282.6,-114.98677601337,48.5752925651988,-1586.9,10.55365,0.78,0.15,0.05,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.89,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,10.756488,16.2378233420146,1369.271,0,7.687539100646973,1.2638267278671265,2.808536529541016,1.0326635837554932,12.90672779083252,1.132948398590088,7.889782905578613,0.8987708687782288,0.6018292903900146,153.46646118164062,0.1699008047580719,43.324703216552734,False
12301300,2.571000099182129,0.0415,0.6342,1.247,4.716,10.509505,-1.6991472,581.3847,2.2362614,53.35553,294.19656,43200.168,CLR,1084.7,-114.923955675838,48.741209979696,-1295.04,5.59704,0.82,0.11,0.04,0.01,0.01,0.0,0.01,0.0,0.0,0.8,0.12,0.05,0.01,0.01,0.0,0.01,0.0,0.0,0.82,0.1,0.05,0.01,0.01,0.0,0.01,0.0,0.0,13.133605,273.085749718482,1298.5256,37,6.879295349121094,1.4892879724502563,3.392172336578369,1.221470594406128,7.767883777618408,0.8754367828369141,5.579861164093018,0.7218325138092041,0.5218726396560669,65.4950180053711,0.5663359761238098,71.07516479492188,False
12301550,2.628999948501587,0.0433,0.6559,1.314,4.994,10.152476,-1.6403303,586.9975,2.1910415,50.843754,291.26236,43200.168,CLR,195.6,-115.122209702936,48.7562890164939,-1573.94,10.52237,0.78,0.16,0.07,0.0,0.0,0.0,0.0,0.0,-0.01,0.79,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.427203,13.4828151323915,1369.183,2,3.70592737197876,-1.3532023429870603,0.4471374750137329,-0.8048892021179199,7.683847904205322,3.3511409759521484,4.791196823120117,2.6200783252716064,0.0005093721556477,69.95538330078125,9.999999747378752e-05,13.733648300170898,False
12301810,2.7920000553131104,0.0428,0.6359,1.515,4.895,9.34937,-1.5857195,586.5127,2.1196764,69.88607,296.50504,43200.168,CLR,351.9,-115.466932157797,48.7130736174863,-1650.0,12.0,0.83,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,15.77753,155.500225093699,1499.2195,2,10.057331085205078,1.1747337579727173,1.929394006729126,0.6572059392929077,20.27573204040528,1.355886459350586,12.109475135803224,1.115658164024353,0.2813699841499328,162.3906707763672,0.099108800292015,57.19993591308594,False
12301999,2.006999969482422,0.041,0.6506,1.356,4.892,11.152116,-1.9518558,548.3878,2.3127346,35.073677,298.63782,43200.164,CLR,559.8,-115.031637191752,48.3419648407643,-1534.61,9.29682,0.69,0.24,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.73,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.81,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,13.901532,190.690709463076,1252.0909,0,3.5588855743408203,0.1669059842824936,0.6580185294151306,-0.4185221791267395,7.291789054870605,1.307153820991516,4.302281856536865,1.0621278285980225,0.1265420317649841,64.2833480834961,0.0707919970154762,35.962337493896484,False
12302000,2.345999956130981,0.0376,0.6011,1.354,4.664,11.109463,-1.8558246,556.92114,2.3060627,43.62885,298.79346,43200.164,CLR,2028.0,-115.141977137348,48.1632902139098,-1467.19,7.27402,0.7,0.2,0.09,0.01,0.0,0.0,0.0,0.0,1.11022302462516e-16,0.71,0.2,0.08,0.01,0.0,0.0,0.0,0.0,1.11022302462516e-16,0.76,0.18,0.05,0.01,0.0,0.0,0.0,0.0,0.0,14.977282,151.119476964549,1262.4779,0,7.402402400970459,1.4488872289657593,3.346907615661621,1.2080367803573608,9.759170532226562,0.9713661670684814,6.614518165588379,0.8014184236526489,0.6972724795341492,83.1148681640625,1.4158400297164917,168.76812744140625,False
12302055,2.3429999351501465,0.0377,0.602,1.353,4.671,11.153141,-1.7973189,558.9239,2.3072298,42.739933,298.13773,43200.164,CLR,2179.8,-115.15427257631,48.1726592211789,-1470.78,7.28788,0.7,0.2,0.08,0.01,0.0,0.0,0.0,0.0,0.01,0.71,0.2,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.76,0.18,0.05,0.01,0.0,0.0,0.0,0.0,0.0,15.273979,149.382542644637,1254.876,44,5.913783550262451,1.2275691032409668,2.570997476577759,0.944293975830078,7.681518077850342,0.9821724891662598,5.219701766967773,0.8244825005531311,0.4544692635536194,101.1518783569336,0.9910879731178284,220.5878753662109,True
12302500,4.4710001945495605,0.0397,0.6134,1.571,4.889,8.168671,-1.6220345,603.3903,2.025657,210.33153,300.1065,43200.164,CLR,61.1,-115.676060287242,48.2846297423886,-1570.1,8.4919,0.79,0.1,0.09,0.01,0.01,0.0,0.01,0.0,-0.01,0.6,0.11,0.26,0.01,0.01,0.0,0.01,0.0,0.0,0.61,0.18,0.18,0.01,0.01,0.0,0.01,0.01,-0.01,27.885799,85.7699968519918,1611.7266,0,34.547420501708984,2.9594969749450684,15.223490715026855,2.722839593887329,43.94029235839844,1.023417592048645,31.2414608001709,0.8439761400222778,2.675643920898437,292.01422119140625,0.1642374396324157,17.92453384399414,False
12303100,4.361999988555908,0.0402,0.6233,1.64,4.917,8.097831,-1.5984292,604.40796,2.0264966,200.56584,300.80536,43200.168,CLR,29.0,-115.67751004585,48.3361195691179,-1638.07,11.45315,0.88,0.09,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.88,0.09,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.88,0.09,0.02,0.0,0.0,0.0,0.01,0.0,0.0,25.13872,52.6098780122827,1668.3948,13,25.42884826660156,2.6491568088531494,9.761821746826172,2.2784790992736816,35.1760368347168,0.9810044765472412,23.716413497924805,0.8021471500396729,3.1237831115722656,350.44940185546875,0.0906137600541114,10.165731430053713,False
12303500,4.019999980926514,0.0404,0.5912,1.445,4.764,10.4944935,-0.16769147,650.52576,2.1627858,91.58371,287.0925,43200.164,CLR,538.1,-115.898308052535,48.3085250757006,-1488.55,8.01439,0.85,0.08,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.83,0.08,0.07,0.01,0.0,0.0,0.01,0.0,0.0,0.86,0.09,0.04,0.01,0.0,0.0,0.01,0.0,-0.01,20.813141,16.6208433134031,1252.9729,13,21.51585578918457,2.712143421173096,12.70184326171875,2.541747093200684,21.350950241088867,0.8031318783760071,15.334193229675291,0.6698009967803955,2.78690242767334,203.122314453125,1.4724736213684082,107.32067108154295,False
12304040,2.9570000171661377,0.0436,0.6531,1.445,4.88,8.64447,-2.0994833,575.78406,2.0683744,88.93511,295.22357,43200.168,CLR,70.9,-115.463873032414,48.8796268626241,-1650.0,12.0,0.91,0.07,0.02,0.01,0.0,0.0,0.0,0.0,-0.01,0.91,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.02,0.01,0.0,0.0,0.0,0.0,-0.01,17.283455,3.24708935142943,1583.6959,10,12.738450050354004,1.922194004058838,5.16843843460083,1.6425706148147583,18.35545921325684,1.0261482000350952,11.886411666870115,0.8577927947044373,1.3915027379989624,180.49777221679688,0.099108800292015,12.855827331542969,False
12305500,3.78600001335144,0.0444,0.6245,1.617,4.796,9.368804,-0.20505136,656.7582,2.0327966,69.141655,286.13733,43200.168,CLR,143.3,-116.177992585527,48.5660593518951,-1531.93,6.56037,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.56188,45.3727798883136,1429.2001,0,25.811687469482425,2.4113259315490723,8.288732528686523,2.114897012710572,40.10686874389648,1.2308744192123413,26.92939186096192,1.0250393152236938,1.2433099746704102,325.6288146972656,0.1783958375453949,46.72272109985352,False
12311000,2.6760001182556152,0.045,0.6308,1.369,4.806,11.842467,0.99030036,679.18805,2.2130997,23.003391,277.1258,43200.168,CLR,342.5,-116.428318878005,48.5683969013288,-1400.03,1.286,0.72,0.13,0.1,0.03,0.01,0.0,0.0,0.0,0.01,0.69,0.15,0.11,0.03,0.01,0.0,0.0,0.0,0.01,0.73,0.15,0.07,0.03,0.01,0.0,0.0,0.0,0.01,12.258079,129.20333368755,995.67645,0,13.598745346069336,1.9335967302322388,5.972630977630615,1.787187576293945,17.342702865600586,1.1592462062835691,12.556588172912598,0.9806060194969176,0.5391958951950073,123.60028076171876,0.184059202671051,42.19203186035156,False
12313500,3.742000102996826,0.0378,0.6253,1.581,4.852,8.290047,-0.94481957,631.27246,1.9694213,94.344025,288.97223,43200.168,CLR,68.8,-116.539822746055,48.7844064862033,-1436.87,2.54534,0.92,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,22.025234,90.1593957746971,1582.5311,0,23.67807579040528,2.1226303577423096,5.754335880279541,1.7499536275863647,50.09082412719727,1.3481860160827637,26.7380599975586,1.119317889213562,0.4110239744186401,715.1817626953125,0.0283167995512485,49.27123260498047,False
12320500,4.057000160217285,0.0372,0.6168,1.557,4.704,7.7733274,-1.2702564,623.2604,1.9345973,116.08102,287.32315,43200.168,CLR,77.2,-116.61647988585,48.8679100780372,-1421.98,1.6508,0.94,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.91,0.05,0.05,0.0,0.0,0.0,0.0,0.0,-0.01,24.763443,17.999458534474,1629.1832,0,27.06073570251465,2.3344078063964844,7.540158271789551,2.0202431678771973,45.01893615722656,1.3126933574676514,30.39453125,1.078444480895996,0.3770079016685486,373.2378540039063,0.0283167995512485,28.033632278442383,False
12321000,3.950000047683716,0.037,0.6128,1.535,4.664,8.316875,-0.97863233,633.1671,1.9598984,91.53317,286.73056,43200.168,CLR,183.9,-116.702379250518,48.8883407350746,-1412.12,1.11534,0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.9,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,20.14139,70.0953400441467,1540.6833,0,33.95658493041992,2.6165192127227783,10.7770414352417,2.377418041229248,53.05574417114258,1.3151239156723022,36.45039749145508,1.07129967212677,0.4685670137405395,345.1777038574219,0.0849504023790359,62.58012771606445,False
12323200,1.3949999809265137,0.0631,0.7559,1.504,6.131,9.858629,-2.9522464,515.63916,2.2856557,20.259666,324.7277,43200.152,CLR,36.8,-112.466401741172,45.8565266635012,-1399.46,1.48271,0.88,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,12.94092,337.354362846682,2028.6274,5,2.6511292457580566,0.5011677742004395,1.647475004196167,0.499243825674057,3.163817405700684,1.033777117729187,1.9807993173599243,0.7284200191497803,0.0026445512194186,35.94491195678711,9.999999747378752e-05,1.3592064380645752,False
12323500,1.5460000038146973,0.0534,0.7193,1.432,5.627,9.361527,-3.6116867,495.65292,2.2784314,37.343967,328.77872,43200.152,CLR,105.8,-112.846833692366,45.965881854423,-1360.13,6.20698,0.83,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,16.4942,26.8540775005961,2090.3223,0,5.595963001251221,1.2096805572509766,2.459308624267578,0.8998802900314331,7.977682113647461,0.8773331046104431,4.987536430358887,0.6862708330154419,0.7484852075576782,80.1948471069336,0.0792870372533798,8.495039939880371,False
12323600,1.284000039100647,0.0544,0.728,1.433,5.637,10.828606,-2.827488,501.09924,2.3845565,18.646118,327.49594,43200.152,CLR,887.5,-112.623502056452,45.9884540479238,-1323.77,5.73545,0.49,0.14,0.3,0.01,0.01,0.04,0.0,0.0,0.01,0.5,0.14,0.29,0.01,0.01,0.04,0.0,0.0,0.01,0.5,0.14,0.29,0.01,0.01,0.04,0.0,0.0,0.01,11.611473,355.197168316586,1882.1178,32,1.7666361331939695,0.3241139650344848,1.275012493133545,0.2429559826850891,1.7553863525390625,0.6364874839782715,1.0013800859451294,0.4792363047599792,0.1437576562166214,41.43790435791016,0.12770876288414,36.81184005737305,True
12323670,1.870000004768372,0.0466,0.6796,1.375,4.952,8.373808,-4.023561,489.4471,2.2361662,89.74129,340.14093,43200.152,CLR,102.4,-113.018111036509,46.0659690189705,-1291.29,6.06143,0.51,0.31,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.52,0.3,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.47,0.31,0.2,0.01,0.0,0.0,0.0,0.0,0.01,18.106047,86.1953055626321,2227.7329,19,9.911249160766602,1.7544740438461304,4.15186071395874,1.423556566238403,13.41601848602295,0.92946457862854,9.00357437133789,0.7499138116836548,0.4234898686408996,110.71630096435548,0.0433247052133083,11.326720237731934,True
12323700,1.781000018119812,0.0465,0.6806,1.371,4.964,8.911155,-3.808702,489.77814,2.27751,80.44623,338.42947,43200.152,CLR,110.1,-113.009030528673,46.0680103073563,-1277.27,5.83781,0.47,0.32,0.18,0.01,0.01,0.0,0.0,0.0,0.01,0.48,0.31,0.18,0.01,0.01,0.0,0.0,0.0,0.01,0.44,0.32,0.21,0.01,0.01,0.0,0.0,0.0,0.01,17.351671,82.4546462802511,2186.0562,20,5.156303405761719,0.6456112861633301,1.8239212036132808,0.6009886860847473,8.6902437210083,1.4485764503479004,5.582314491271973,1.106707215309143,0.0009084805496968,66.88568878173828,9.999999747378752e-05,7.362368106842041,True
12323710,1.4869999885559082,0.0507,0.7056,1.365,5.293,10.276847,-3.2648141,502.17255,2.3441346,29.169249,325.40598,43200.152,CLR,35.1,-112.909223120812,46.0301776790939,-1242.73,8.2266,0.82,0.15,0.04,0.0,0.0,0.0,0.0,0.0,-0.01,0.83,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,18.994787,10.8117963990608,1962.4032,18,5.537031650543213,0.9536119699478148,1.8434844017028809,0.6116575002670288,10.45700740814209,1.0879392623901367,5.741931915283203,0.8579215407371521,0.0028182745445519,125.2930908203125,9.999999747378752e-05,4.445737361907959,True
12323720,1.2860000133514404,0.0539,0.7146,1.362,5.434,11.589363,-2.7499192,495.71182,2.4623497,19.125235,324.2526,43200.152,CLR,80.7,-112.876404690493,46.0530942273558,-1233.86,6.1294,0.49,0.17,0.22,0.01,0.1,0.0,0.0,0.0,0.01,0.5,0.17,0.22,0.01,0.1,0.0,0.0,0.0,0.0,0.5,0.17,0.21,0.02,0.09,0.0,0.0,0.0,0.01,12.122139,37.3214399171077,1773.7246,20,4.211265563964844,1.1493223905563354,2.6186232566833496,0.9626486897468568,4.803846836090088,0.6539865732192993,2.721614360809326,0.4951586425304413,0.9212967157363892,63.07632827758789,0.0682434886693954,4.672272205352783,True
12323760,1.9290000200271609,0.0443,0.6697,1.367,4.873,8.653411,-3.757099,499.12354,2.2445111,81.46662,336.1463,43200.152,CLR,401.7,-113.119298283014,46.155790499867,-1193.5,3.95453,0.65,0.2,0.1,0.01,0.01,0.02,0.01,0.0,0.0,0.68,0.18,0.1,0.01,0.01,0.02,0.01,0.0,-0.01,0.68,0.17,0.1,0.01,0.01,0.02,0.01,0.0,0.0,16.267717,39.9175192802697,2192.0349,26,6.8517045974731445,1.7092342376708984,4.905937671661377,1.5904462337493896,5.876620769500732,0.5985652804374695,3.688514471054077,0.4524956345558166,0.9111027717590332,63.006256103515625,0.368118405342102,25.456802368164062,True
12323770,1.883999943733216,0.0445,0.6699,1.37,4.872,8.902456,-3.663226,498.88428,2.264655,77.56419,335.5906,43200.152,CLR,413.5,-113.111815185991,46.1555108925562,-1189.29,3.83376,0.64,0.2,0.11,0.01,0.01,0.02,0.01,0.0,0.0,0.66,0.18,0.11,0.01,0.01,0.02,0.01,0.0,0.0,0.66,0.17,0.11,0.01,0.01,0.02,0.01,0.0,0.0099999999999998,15.823299,41.2476373358933,2171.9124,40,4.174018859863281,1.0354788303375244,2.992972612380981,1.0962671041488647,4.286981582641602,0.9839789867401124,2.645062208175659,0.668265700340271,0.0002413150650681,50.6345329284668,9.999999747378752e-05,20.98274803161621,True
