official_id,prcp (mm/day),high_prcp_freq (fraction),low_prcp_freq (fraction),high_prcp_duration (days),low_prcp_duration (days),tmax (degrees c),tmin (degrees c),vp (pa),pet (mm/day),swe (kg/m2),srad (w/m2),dayl (s),region,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,elevation_m,n_daymet_concurrent_hyd_years,mean_annual_uar_hyd,mean_annual_log_uar_hyd,median_annual_uar_hyd,median_annual_log_uar_hyd,stdev_annual_uar_hyd,stdev_annual_log_uar_hyd,mad_annual_uar_hyd,mad_annual_log_uar_hyd,min_nonzero_uar,max_uar,min_nonzero_discharge,max_discharge,active
12323840,1.825000047683716,0.046,0.6809,1.4,4.998,9.434671,-3.3256857,508.80002,2.3007998,62.68267,339.82596,43200.152,CLR,79.0,-112.994788946056,46.2032453815151,-1357.77,7.92466,0.51,0.3,0.17,0.0,0.01,0.0,0.0,0.0,0.0099999999999998,0.53,0.32,0.15,0.0,0.01,0.0,0.0,0.0,-0.01,0.52,0.33,0.13,0.01,0.01,0.0,0.0,0.0,0.0,15.803507,108.876834507786,2090.2891,19,3.6728789806365967,0.8438708782196045,2.508456230163574,0.9196674823760986,4.3237152099609375,1.1095623970031738,2.442915916442871,0.6987632513046265,0.0014569973573088,49.09643173217773,9.999999747378752e-05,3.369699239730835,True
12323850,1.5410000085830688,0.0491,0.6867,1.392,5.08,10.986186,-2.7756233,508.19577,2.4222603,39.234985,333.39575,43200.152,CLR,160.5,-112.936351011935,46.201130758469,-1385.97,8.68927,0.3,0.35,0.22,0.04,0.09,0.0,0.0,0.0,1.11022302462516e-16,0.31,0.36,0.21,0.04,0.09,0.0,0.0,0.0,-0.01,0.31,0.37,0.2,0.04,0.08,0.0,0.0,0.0,1.11022302462516e-16,10.927206,94.9541158143714,1858.2036,20,6.215646743774414,1.476250171661377,7.15629768371582,1.9679927825927728,3.548288345336914,1.0647391080856323,2.9874095916748047,0.8370426893234253,0.1915574520826339,24.93861389160156,0.0300158075988292,3.907718420028688,True
12324100,2.1549999713897705,0.0471,0.6834,1.456,5.026,7.7866015,-3.782606,507.79044,2.181679,103.14613,343.7911,43200.152,CLR,106.5,-113.042576862025,46.2940401824654,-1296.34,3.70805,0.84,0.08,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.82,0.1,0.06,0.0,0.0,0.0,0.01,0.0,0.01,0.82,0.14,0.04,0.0,0.0,0.0,0.01,0.0,-0.01,18.297569,84.4262559793525,2301.936,0,15.715875625610352,2.3546690940856934,7.714444637298584,2.0430943965911865,17.720996856689453,0.8159447908401489,12.174668312072754,0.685296893119812,2.0749197006225586,129.283447265625,0.2208710461854934,13.761964797973633,False
12324200,1.472000002861023,0.0476,0.6799,1.378,5.093,10.6133175,-2.9220004,503.55566,2.3812413,37.20437,329.63556,43200.152,CLR,2591.6,-112.810085298287,46.1320294277797,-1303.45,6.50807,0.45,0.18,0.28,0.02,0.05,0.02,0.01,0.0,-0.01,0.45,0.17,0.28,0.02,0.05,0.02,0.01,0.0,0.0,0.45,0.17,0.28,0.02,0.05,0.02,0.01,0.0,0.0,11.657114,49.5243820816164,1904.4974,44,2.909022092819214,0.8595111966133118,2.424752712249756,0.8857295513153076,2.281489849090576,0.6475566625595093,1.3463218212127686,0.4627909064292907,0.2402908205986023,26.10432243347168,0.6229696273803711,67.67715454101562,True
12324400,1.4490000009536743,0.0483,0.6819,1.388,5.135,10.736835,-2.8537831,504.1997,2.3893092,35.090397,328.9093,43200.152,CLR,2957.5,-112.793881845833,46.1684574062374,-1306.3,7.0634,0.42,0.16,0.31,0.02,0.06,0.02,0.01,0.0,0.0,0.43,0.16,0.3,0.02,0.06,0.02,0.0,0.0,0.01,0.43,0.16,0.3,0.02,0.06,0.02,0.01,0.0,0.0,11.25028,39.1962395046045,1876.5902,14,3.2071237564086914,0.9534924626350404,2.563987970352173,0.941563844680786,2.7938857078552246,0.6045978665351868,1.5609610080718994,0.4205822348594665,0.4779660701751709,24.76909065246582,1.3988499641418457,72.49100494384766,True
12324590,1.4299999475479126,0.0534,0.7257,1.403,5.577,10.556021,-2.4705944,522.55975,2.335254,27.31222,324.264,43200.152,CLR,1071.3,-112.500435391091,46.5663201777895,-1334.7,9.86317,0.55,0.13,0.27,0.01,0.04,0.0,0.0,0.0,0.0,0.56,0.12,0.27,0.01,0.04,0.0,0.0,0.0,0.0,0.56,0.12,0.27,0.01,0.04,0.0,0.0,0.0,0.0,11.139334,237.241610912881,1789.7347,43,4.156427383422852,0.9347710013389589,2.107419967651367,0.7454644441604614,5.95963716506958,0.8957518339157104,3.462149381637573,0.6942057013511658,0.1040505617856979,165.8470916748047,0.1115681901574134,177.82949829101562,True
12324660,1.5670000314712524,0.0532,0.7163,1.432,5.483,10.666997,-2.6088831,514.66046,2.3704877,42.82421,322.0955,43200.156,CLR,171.4,-112.993703215806,46.4949103358599,-1366.44,8.6263,0.69,0.1,0.17,0.01,0.03,0.0,0.0,0.0,0.0,0.68,0.11,0.17,0.01,0.03,0.0,0.0,0.0,0.0,0.68,0.11,0.17,0.01,0.03,0.0,0.0,0.0,0.0,12.307501,15.1590580869889,1810.5341,0,4.362001895904541,1.2602972984313965,3.4113051891326904,1.2270950078964231,3.669341325759888,0.6400898098945618,2.096136569976806,0.45868119597435,0.3923000991344452,67.37327575683594,0.0651286393404007,11.185135841369627,False
12324680,1.4529999494552612,0.0473,0.6812,1.394,5.232,10.69935,-2.7272542,509.383,2.375395,33.840946,327.40396,43200.152,CLR,4589.4,-112.740030578881,46.305588110866,-1320.77,7.95414,0.47,0.16,0.29,0.01,0.05,0.01,0.0,0.0,0.01,0.48,0.15,0.29,0.01,0.05,0.01,0.0,0.0,0.01,0.48,0.15,0.29,0.02,0.05,0.01,0.0,0.0,0.0,11.433298,31.8329249253272,1845.8253,44,3.2642407417297363,0.9324174523353576,2.3604438304901123,0.8588496446609497,3.105358839035034,0.6587836742401123,1.832893967628479,0.48902228474617,0.3389671444892883,56.08366012573242,1.5574239492416382,257.6828918457031,True
12326500,1.5540000200271606,0.0473,0.6912,1.302,5.182,11.234664,-2.4714022,521.53516,2.4045386,23.94928,323.27368,43200.152,CLR,89.1,-113.380762765365,46.215409827618,-1244.67,2.99468,0.25,0.33,0.23,0.01,0.17,0.0,0.0,0.0,0.0099999999999998,0.27,0.32,0.23,0.01,0.17,0.0,0.0,0.0,0.0,0.27,0.31,0.23,0.02,0.17,0.0,0.0,0.0,0.0,8.4643755,14.9730501933236,1789.4613,0,12.431390762329102,2.2946722507476807,9.08578872680664,2.206711530685425,9.271560668945312,0.6509764790534973,6.997736930847168,0.5413009524345398,3.331455945968628,44.52036285400391,0.3114848136901855,4.162569522857666,False
12327090,1.74399995803833,0.0441,0.6804,1.289,5.088,10.021479,-3.0413435,512.60266,2.3257396,45.81975,329.23456,43200.152,CLR,282.5,-113.312504344407,46.2055621479233,-1244.76,5.56774,0.58,0.18,0.11,0.01,0.08,0.0,0.04,0.0,0.0,0.56,0.2,0.11,0.01,0.08,0.0,0.04,0.0,0.0,0.55,0.19,0.12,0.01,0.08,0.01,0.04,0.0,0.0,9.9151459,330.233015818985,1972.4015,4,7.844603061676025,1.939392328262329,6.68142032623291,1.8993306159973145,4.372010231018066,0.4777230620384216,3.096043348312378,0.3798708617687225,1.619738221168518,40.29098892211914,0.4530687928199768,11.270086288452148,False
12327100,2.003999948501587,0.0466,0.6906,1.37,5.139,8.631353,-3.3546853,513.5703,2.2305052,76.40951,337.39413,43200.152,CLR,40.5,-113.208428579813,46.3023147885976,-1378.81,3.54458,0.92,0.04,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.75,0.2,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.75,0.2,0.02,0.0,0.01,0.0,0.01,0.0,0.01,12.628276,251.812778817366,2209.9829,1,6.5581583976745605,0.6141430735588074,1.3839536905288696,0.3249443769454956,12.27841567993164,1.5395816564559937,8.30517578125,1.176692008972168,0.020759304985404,128.01571655273438,0.0008495040237903,5.238607883453369,False
12330000,1.9429999589920044,0.0481,0.6923,1.421,5.109,8.889791,-3.1300602,521.67584,2.228985,69.69109,330.81183,43200.152,CLR,182.5,-113.161954756435,46.3889071300068,-1372.76,8.96015,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,17.790392,297.713810158508,2114.1313,43,6.972338676452637,1.465890884399414,3.411787748336792,1.2272363901138306,10.12766933441162,0.8394365310668945,5.9228129386901855,0.62285315990448,0.4342275261878967,210.91050720214844,0.0792870372533798,38.51084899902344,True
12331100,1.690000057220459,0.0455,0.6823,1.311,5.054,10.271681,-2.6937032,521.2448,2.3309553,42.940147,325.87558,43200.152,CLR,879.7,-113.266340784783,46.337873178424,-1297.18,6.03019,0.63,0.15,0.13,0.01,0.06,0.0,0.01,0.0,0.01,0.61,0.17,0.13,0.01,0.06,0.0,0.01,0.0,0.01,0.61,0.17,0.14,0.01,0.06,0.0,0.01,0.0,0.0,12.692493,327.925308290872,1911.5294,3,5.766706943511963,1.4972630739212036,3.983050584793091,1.3820397853851318,4.968369007110596,0.6764487028121948,3.4342174530029297,0.5226215720176697,0.5482741594314575,32.12241744995117,0.481385588645935,28.203533172607425,False
12331500,1.5880000591278076,0.0472,0.6829,1.337,5.042,10.728223,-2.409517,521.51294,2.3632705,36.050045,323.65363,43200.152,CLR,1273.6,-113.280791755357,46.4033429197009,-1327.34,6.375,0.55,0.15,0.2,0.01,0.08,0.0,0.01,0.0,0.0,0.54,0.15,0.2,0.01,0.08,0.0,0.01,0.0,0.0099999999999998,0.54,0.15,0.2,0.01,0.08,0.0,0.01,0.0,0.0099999999999998,12.03047,3.04359509015579,1823.0824,30,3.133234977722168,0.7922729849815369,2.4767117500305176,0.9069317579269408,2.98185658454895,0.9102336764335632,1.7939412593841553,0.6434525847434998,0.0131645025685429,33.245948791503906,0.0167069118469953,42.19203186035156,True
12331600,1.4600000381469729,0.0456,0.6777,1.386,5.178,10.843617,-2.6014931,511.40735,2.3836186,32.453846,326.1185,43200.156,CLR,6225.0,-112.867283012814,46.3449808434783,-1329.76,7.73785,0.48,0.16,0.28,0.01,0.06,0.01,0.0,0.0,0.0,0.48,0.15,0.27,0.01,0.06,0.01,0.0,0.0,0.02,0.48,0.15,0.27,0.02,0.06,0.01,0.0,0.0,0.01,11.521484,19.0832119933787,1821.3707,4,4.074154376983643,1.1358152627944946,2.9784581661224365,1.091405749320984,3.804262399673462,0.7065679430961609,2.316711187362671,0.5218973159790039,0.2657701075077057,57.27804183959961,1.6423743963241575,353.9599914550781,False
12331800,1.4559999704360962,0.0462,0.6779,1.392,5.182,10.882107,-2.5564156,511.95566,2.3854282,31.946512,325.9058,43200.152,CLR,6511.7,-112.884761540157,46.3622974025187,-1326.14,7.69206,0.48,0.15,0.28,0.01,0.06,0.01,0.0,0.0,0.01,0.49,0.15,0.27,0.01,0.06,0.01,0.0,0.0,0.01,0.48,0.15,0.27,0.02,0.06,0.01,0.0,0.0,0.01,11.712985,21.4416231495423,1809.8479,30,3.232471704483032,0.9631496071815492,2.468233585357666,0.9035027623176576,2.7421932220458984,0.6040605306625366,1.6425602436065674,0.4378946423530578,0.3346021175384521,36.63240814208984,2.180393695831299,238.7106170654297,True
12331900,1.4529999494552612,0.0456,0.6769,1.386,5.199,10.924082,-2.4985235,513.21136,2.3864074,31.337084,325.26456,43200.152,CLR,6857.9,-112.913031773613,46.3780671043073,-1325.28,7.46398,0.49,0.15,0.27,0.01,0.06,0.01,0.0,0.0,0.01,0.49,0.15,0.27,0.01,0.06,0.01,0.0,0.0,0.01,0.49,0.15,0.27,0.02,0.06,0.01,0.0,0.0,0.0,12.039886,20.4686914713268,1797.6976,14,3.2051947116851807,0.9407850503921508,2.5002031326293945,0.916372001171112,2.8492090702056885,0.6389266848564148,1.6312252283096311,0.4799006581306457,0.3836945593357086,51.159271240234375,2.633462429046631,351.1283264160156,False
12332000,1.968000054359436,0.0428,0.657,1.352,4.876,8.54228,-3.8757176,490.37683,2.2660894,95.641846,342.7506,43200.152,CLR,313.7,-113.538341202305,46.0359204529857,-1257.24,2.04477,0.86,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,15.595467,335.125204203895,2174.1572,43,10.74988079071045,1.8067140579223635,4.427507400512695,1.4878367185592651,15.69753360748291,0.9339624643325806,10.033514022827148,0.7359916567802429,0.4788936376571655,133.72879028320312,0.1500790417194366,41.90886306762695,True
12334510,1.809000015258789,0.0416,0.6413,1.336,4.701,9.637255,-2.5596955,529.91,2.2723897,57.91656,326.52823,43200.152,CLR,2305.2,-113.607361147475,46.3117915520403,-1369.65,5.34417,0.72,0.13,0.13,0.0,0.01,0.0,0.0,0.0,0.01,0.72,0.15,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.65,0.21,0.13,0.01,0.01,0.0,0.0,0.0,-0.01,17.712992,4.29400814265361,1962.8807,44,6.6241865158081055,1.4460331201553345,3.295957326889038,1.1926966905593872,8.504547119140625,0.8360710144042969,5.441107749938965,0.6578918695449829,0.4673372209072113,67.39495849609375,1.0760383605957031,155.1760711669922,True
12334550,1.5440000295639038,0.0423,0.6585,1.377,5.031,10.65239,-2.4584565,519.6032,2.3593001,37.39667,324.9631,43200.152,CLR,9486.7,-113.108617622215,46.3756931923297,-1335.75,6.75213,0.55,0.15,0.23,0.01,0.04,0.01,0.0,0.0,0.0099999999999998,0.55,0.15,0.23,0.01,0.04,0.01,0.0,0.0,0.0099999999999998,0.54,0.17,0.23,0.01,0.04,0.01,0.0,0.0,0.0,13.75831,16.3253390296452,1827.1907,39,3.9625165462493896,1.125075340270996,2.66678786277771,0.9808747172355652,3.7940611839294434,0.6388093829154968,2.3680970668792725,0.4802300930023193,0.5291720628738403,37.96883773803711,5.012073516845703,359.62335205078125,True
12334600,1.743000030517578,0.0629,0.7523,1.512,6.369,10.07164,-1.7915031,566.0822,2.2351022,38.573307,315.49185,43200.16,CLR,38.9,-112.361645326469,47.0420166383699,-1512.26,9.30003,0.92,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.01,22.119766,280.537307203672,1829.9811,0,11.833888053894045,1.570276975631714,2.8962221145629883,1.0634071826934814,22.291507720947266,1.1726458072662354,13.424901008605955,0.95610511302948,0.7240555286407471,182.4620056152344,0.0283167995512485,7.135833740234375,False
12334650,1.781999945640564,0.059,0.7349,1.491,6.0,10.343305,-1.7894661,560.92804,2.2703633,40.89066,319.2573,43200.156,CLR,256.8,-112.436685597023,47.0527247426988,-1435.92,7.90329,0.78,0.13,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.8,0.13,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.16,0.01,0.0,0.0,0.0,0.0,0.0,18.126965,192.887753591252,1780.6276,0,8.590686798095703,1.158905029296875,2.089853286743164,0.7370938658714294,20.36341667175293,1.1905875205993652,10.129157066345217,0.9372308254241944,0.3299768567085266,328.8769226074219,0.0849504023790359,84.66722869873047,False
12335000,1.8600000143051147,0.0524,0.7062,1.406,5.527,10.241643,-2.1143332,541.2892,2.2910643,55.22844,321.79092,43200.156,CLR,1249.4,-112.62412304605,47.0165858098515,-1220.07,4.14848,0.7,0.12,0.16,0.02,0.01,0.0,0.0,0.0,-0.01,0.7,0.12,0.15,0.02,0.01,0.0,0.0,0.0,0.0,0.64,0.2,0.13,0.02,0.01,0.0,0.0,0.0,0.0,16.648914,171.090575045363,1784.8921,0,10.208181381225586,1.808006167411804,4.264413833618164,1.4503047466278076,14.43206787109375,0.8786795735359192,9.240035057067873,0.7032911777496338,1.1341527700424194,133.6031951904297,1.4158400297164917,166.78594970703125,False
12335100,1.8420000076293943,0.0523,0.7057,1.409,5.54,10.332709,-2.0995657,540.19336,2.2998898,53.994785,321.66702,43200.156,CLR,1284.8,-112.633643217792,47.0145589769102,-1218.23,4.11565,0.68,0.12,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.68,0.12,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.63,0.2,0.13,0.03,0.01,0.0,0.0,0.0,0.0,16.385149,186.166852216209,1773.6628,22,7.454393863677978,1.6334631443023682,3.732227563858032,1.317005276679993,8.950475692749023,0.751748263835907,5.81929874420166,0.5944919586181641,1.1569905281066897,97.25746154785156,1.4922953844070437,125.44342041015624,True
12335500,1.6069999933242798,0.0527,0.7103,1.378,5.424,10.450678,-2.3312533,525.8224,2.3261924,40.22611,323.8472,43200.152,CLR,313.8,-112.669797933273,46.7619990362112,-1306.33,8.25513,0.6,0.09,0.26,0.01,0.05,0.0,0.0,0.0,-0.01,0.59,0.1,0.25,0.01,0.05,0.0,0.0,0.0,0.0,0.6,0.1,0.25,0.01,0.05,0.0,0.0,0.0,-0.01,13.831722,289.159018016494,1758.5353,43,3.3396387100219727,0.6146547198295593,1.4700140953063965,0.3852719962596893,5.508429527282715,0.9584087133407592,3.064487934112549,0.74384605884552,0.1819142550230026,113.92610168457033,0.0560672655701637,35.112831115722656,True
12338300,2.0859999656677246,0.0502,0.6894,1.414,5.536,9.545027,-2.5668387,526.15216,2.252491,79.28739,324.38998,43200.16,CLR,811.0,-112.916269966297,47.1522156100938,-1195.38,2.99395,0.43,0.32,0.22,0.02,0.01,0.0,0.0,0.0,0.0,0.42,0.32,0.22,0.02,0.01,0.0,0.0,0.0,0.01,0.41,0.34,0.22,0.02,0.01,0.0,0.0,0.0,0.0,18.129877,218.560418169146,1869.0389,25,13.330902099609377,2.0646331310272217,5.713496208190918,1.742831110954285,18.456886291503903,0.9003601670265198,12.080527305603027,0.7171294093132019,2.468794345855713,153.7706298828125,1.9821759462356567,123.46125030517578,True
12338500,1.7760000228881836,0.0509,0.6856,1.404,5.475,10.500277,-2.1916063,529.0321,2.3242235,51.199303,321.7713,43200.156,CLR,3289.6,-112.812252720598,46.9812955510157,-1232.39,4.72275,0.57,0.16,0.22,0.02,0.03,0.0,0.0,0.0,0.0,0.57,0.16,0.22,0.02,0.03,0.0,0.0,0.0,0.0,0.55,0.2,0.21,0.02,0.03,0.0,0.0,0.0,-0.01,15.078563,265.507770776748,1744.0963,0,7.806168556213379,1.583620548248291,3.52962589263916,1.2611918449401855,10.307793617248535,0.8520239591598511,6.691155433654785,0.675249457359314,0.860884428024292,119.66292572021484,2.8316800594329834,393.603515625,False
12338690,2.319999933242798,0.0409,0.6489,1.41,5.172,9.963125,-2.4210825,532.65155,2.2965791,87.478065,326.21475,43200.16,CLR,382.3,-113.163297791786,47.1716381434778,-1264.65,2.47913,0.68,0.07,0.21,0.03,0.01,0.0,0.0,0.0,0.0,0.67,0.16,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.4,0.14,0.42,0.03,0.01,0.0,0.0,0.0,0.0,18.239574,168.224888732275,1763.9044,4,14.346430778503418,1.91832172870636,4.642879009246826,1.5353347063064575,22.498624801635746,1.0905938148498535,15.102317810058594,0.8909723162651062,1.4977028369903564,151.2679901123047,0.5663359761238098,57.19993591308594,False
12339450,2.490000009536743,0.0349,0.6018,1.296,4.559,10.849652,-1.7991173,566.66833,2.3387918,70.770615,316.47913,43200.156,CLR,893.9,-113.541228599646,47.2100984033771,-1283.96,1.4751,0.73,0.11,0.12,0.02,0.0,0.0,0.02,0.0,0.0,0.76,0.09,0.11,0.02,0.0,0.0,0.02,0.0,0.0,0.69,0.12,0.15,0.02,0.0,0.0,0.02,0.0,0.0,12.889314,150.199637458126,1561.1846,13,8.86739444732666,1.5215226411819458,3.096695899963379,1.130335807800293,12.192639350891112,1.074363350868225,8.685126304626465,0.8890686631202698,0.5055829882621765,91.00493621826172,0.4530687928199768,81.55238342285156,False
12339800,1.924000024795532,0.0414,0.6369,1.363,5.024,10.711986,-2.057212,537.30676,2.3392215,54.606747,320.18506,43200.156,CLR,5286.8,-113.034468733136,47.0366113373855,-1252.49,3.57339,0.62,0.14,0.19,0.02,0.02,0.0,0.0,0.0,0.01,0.63,0.14,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.58,0.16,0.21,0.02,0.02,0.0,0.0,0.0,0.01,14.633424,196.075018301608,1677.0945,0,8.01730728149414,1.61031973361969,3.483628034591675,1.248074293136597,10.04331398010254,0.8653707504272461,6.886684417724609,0.7034441828727722,1.071885585784912,87.35867309570312,5.663360118865967,461.5638427734375,False
12340000,1.914000034332276,0.0405,0.6326,1.357,5.019,10.8068905,-1.9541882,541.7501,2.3425944,52.07328,319.08386,43200.156,CLR,5924.7,-113.099497119586,47.0254545768131,-1258.47,3.35577,0.63,0.14,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.64,0.14,0.18,0.02,0.02,0.0,0.0,0.0,0.0,0.59,0.17,0.2,0.02,0.02,0.0,0.0,0.0,0.0,14.646078,189.426548152998,1655.8467,44,7.658137798309326,1.5810085535049438,3.4659347534179688,1.2429823875427246,9.596567153930664,0.8506276607513428,6.455487251281738,0.6898258924484253,0.8031407594680786,88.91915893554688,4.7572221755981445,526.6925048828125,True
12340500,1.6890000104904177,0.0368,0.6285,1.356,4.911,10.733968,-2.2460644,529.0,2.3537974,42.873047,322.43057,43200.156,CLR,15590.7,-113.113686162172,46.6284414227853,-1306.27,5.39871,0.58,0.15,0.21,0.01,0.03,0.0,0.0,0.0,0.02,0.59,0.15,0.21,0.01,0.03,0.0,0.0,0.0,0.01,0.56,0.17,0.21,0.02,0.03,0.01,0.0,0.0,0.0,14.183629,17.3306208338321,1757.5365,44,5.57141637802124,1.3787508010864258,3.086944818496704,1.127181887626648,6.051785945892334,0.7366104125976562,4.03177547454834,0.5826300382614136,0.7263399958610535,57.19926834106445,11.326720237731934,891.9791870117188,True
12341000,2.4790000915527344,0.0404,0.6399,1.361,4.462,9.669552,-1.4296381,597.415,2.209483,73.83489,316.20645,43200.156,CLR,208.6,-113.891553165641,46.9908996570741,-1376.13,1.10519,0.79,0.08,0.1,0.01,0.01,0.02,0.0,0.0,-0.01,0.8,0.08,0.1,0.01,0.01,0.02,0.0,0.0,-0.02,0.79,0.11,0.07,0.01,0.01,0.02,0.0,0.0,-0.01,20.077492,174.480568282709,1742.767,0,14.845839500427246,1.54371976852417,3.5224788188934326,1.2591649293899536,25.668027877807617,1.5273220539093018,17.160173416137695,1.2544893026351929,0.0406439863145351,239.79949951171875,0.0084950402379035,50.12073516845703,False
12343400,1.9119999408721924,0.0425,0.652,1.35,4.812,9.914707,-3.1291845,506.0404,2.372952,79.27126,340.0463,43200.15,CLR,984.5,-113.856022912415,45.8702585172432,-1368.62,1.63772,0.61,0.31,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.63,0.29,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.58,0.32,0.08,0.0,0.01,0.0,0.0,0.0,0.01,18.804153,299.070634071163,1940.8539,4,8.084757804870605,1.540474772453308,3.308741331100464,1.1965678930282593,11.688274383544922,0.912087857723236,7.461789608001709,0.7191651463508606,0.719291627407074,104.72884368896484,0.7079200148582458,103.07315063476562,False
12343500,1.9019999504089355,0.0423,0.652,1.349,4.801,10.07444,-3.0222201,509.13092,2.381216,76.030205,338.58444,43200.152,CLR,1045.8,-113.868959296215,45.8725929922264,-1367.9,1.59748,0.59,0.33,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.61,0.31,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.57,0.34,0.08,0.0,0.01,0.0,0.0,0.0,1.11022302462516e-16,18.846361,300.862183797314,1919.2251,0,7.504103183746338,1.3521865606307983,2.5709333419799805,0.9442690014839172,11.21389865875244,1.022322177886963,7.583912372589111,0.8248912692070007,0.4059368073940277,78.75173950195312,0.4247519969940185,82.40188598632812,False
12344000,2.203000068664551,0.0379,0.6288,1.356,4.728,9.937335,-2.7181458,525.40607,2.3704314,104.36627,341.48087,43200.15,CLR,2718.2,-114.116645405496,45.7956355524437,-1432.12,3.74282,0.64,0.25,0.09,0.0,0.01,0.0,0.0,0.0,0.01,0.64,0.24,0.11,0.0,0.01,0.0,0.0,0.0,0.0,0.62,0.28,0.09,0.0,0.01,0.0,0.0,0.0,0.0,21.013012,307.676464875273,1936.9946,44,9.246821403503418,1.6661916971206665,3.946376085281372,1.3727977275848389,13.023370742797852,0.939254879951477,8.497833251953125,0.7505027055740356,0.8330081105232239,104.12601470947266,2.26534390449524,283.1679992675781,True
12345000,3.489000082015991,0.0365,0.6166,1.426,4.629,9.194059,-2.714281,548.75964,2.3104122,233.71805,345.73367,43200.152,CLR,142.6,-114.378989396558,46.0357937159605,-1345.82,2.29539,0.51,0.19,0.27,0.0,0.0,0.0,0.02,0.0,0.01,0.55,0.2,0.22,0.0,0.0,0.0,0.03,0.0,0.0,0.53,0.24,0.2,0.0,0.0,0.0,0.03,0.0,0.0,24.678089,72.4054862419204,2016.2812,0,29.447938919067383,0.5211760401725769,15.274362564086914,2.7261757850646973,38.23333740234375,4.140530109405518,30.28084945678711,3.5655736923217773,0.0007097498746588,273.3307189941406,9.999999747378752e-05,38.51084899902344,False
12346500,2.1600000858306885,0.046,0.6707,1.381,4.605,8.948337,-2.8806264,527.629,2.2584994,92.92583,339.41672,43200.152,CLR,226.2,-113.842677609964,46.1732393196657,-1331.85,2.68779,0.6,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.62,0.31,0.07,0.0,0.0,0.0,0.0,0.0,0.0,21.835337,258.878759840328,2040.5389,3,11.37337875366211,1.9165000915527344,4.998049736022949,1.609047770500183,15.30838108062744,0.897004246711731,10.052454948425291,0.7177591323852539,1.6243661642074585,126.20075225830078,0.368118405342102,28.59996795654297,False
12347500,3.3499999046325684,0.0385,0.6396,1.461,4.836,8.491105,-2.727896,549.34174,2.228747,194.50017,344.19672,43200.152,CLR,67.1,-114.356834090547,46.268663539084,-1392.12,4.41322,0.5,0.18,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.17,0.31,0.0,0.0,0.0,0.0,0.0,0.01,0.5,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.01,29.068184,58.1499440493239,2030.3639,0,29.230148315429688,2.492769479751587,9.286910057067873,2.2286059856414795,43.86522674560547,1.3027063608169556,31.0848331451416,1.071299433708191,0.5909851789474487,298.447509765625,0.0396435186266899,20.01997756958008,False
